,Gene.Symbol1,Gene.Symbol2,value
583,MGAT4B,PANK4,9.77421561919656e-05
584,SQSTM1,PANK4,9.77421561919656e-05
585,C5orf45,PANK4,9.77421561919656e-05
586,TBC1D9B,PANK4,9.77421561919656e-05
587,RNF130,PANK4,9.77421561919656e-05
588,RASGEF1C,PANK4,9.77421561919656e-05
589,MAPK9,PANK4,9.77421561919656e-05
590,GFPT2,PANK4,9.77421561919656e-05
591,CNOT6,PANK4,9.77421561919656e-05
592,SCGB3A1,PANK4,9.77421561919656e-05
593,FLT4,PANK4,9.77421561919656e-05
594,OR2Y1,PANK4,9.77421561919656e-05
595,MGAT1,PANK4,9.77421561919656e-05
596,ZFP62,PANK4,9.77421561919656e-05
597,BTNL8,PANK4,9.77421561919656e-05
598,BTNL3,PANK4,9.77421561919656e-05
599,BTNL9,PANK4,9.77421561919656e-05
600,OR2V1,PANK4,9.77421561919656e-05
601,OR2V2,PANK4,9.77421561919656e-05
602,TRIM7,PANK4,9.77421561919656e-05
603,MIR4638,PANK4,9.77421561919656e-05
604,TRIM41,PANK4,9.77421561919656e-05
605,GNB2L1,PANK4,9.77421561919656e-05
606,ZNRD1,PANK4,9.77421561919656e-05
607,FLOT1,PANK4,9.77421561919656e-05
608,MRPS18B,PANK4,9.77421561919656e-05
609,DDR1,PANK4,9.77421561919656e-05
610,MUC22,PANK4,9.77421561919656e-05
611,CLIC1,PANK4,9.77421561919656e-05
612,DOM3Z,PANK4,9.77421561919656e-05
613,STK19,PANK4,9.77421561919656e-05
614,NRSN1,PANK4,9.77421561919656e-05
615,DCDC2,PANK4,9.77421561919656e-05
616,KAAG1,PANK4,9.77421561919656e-05
617,MRS2,PANK4,9.77421561919656e-05
618,GPLD1,PANK4,9.77421561919656e-05
619,ALDH5A1,PANK4,9.77421561919656e-05
620,KIAA0319,PANK4,9.77421561919656e-05
621,TDP2,PANK4,9.77421561919656e-05
622,ACOT13,PANK4,9.77421561919656e-05
623,GMNN,PANK4,9.77421561919656e-05
624,FAM65B,PANK4,9.77421561919656e-05
625,HIST1H3D,PANK4,9.77421561919656e-05
626,UBD,PANK4,9.77421561919656e-05
627,OR2H2,PANK4,9.77421561919656e-05
628,GABBR1,PANK4,9.77421561919656e-05
629,MOG,PANK4,9.77421561919656e-05
630,ZFP57,PANK4,9.77421561919656e-05
631,HCG9,PANK4,9.77421561919656e-05
632,PPP1R11,PANK4,9.77421561919656e-05
633,RNF39,PANK4,9.77421561919656e-05
634,TRIM31,PANK4,9.77421561919656e-05
635,TRIM40,PANK4,9.77421561919656e-05
636,TRIM10,PANK4,9.77421561919656e-05
637,TRIM15,PANK4,9.77421561919656e-05
638,TRIM26,PANK4,9.77421561919656e-05
639,TRIM39,PANK4,9.77421561919656e-05
640,RPP21,PANK4,9.77421561919656e-05
641,GNL1,PANK4,9.77421561919656e-05
642,ABCF1,PANK4,9.77421561919656e-05
643,PPP1R10,PANK4,9.77421561919656e-05
644,ATAT1,PANK4,9.77421561919656e-05
645,C6orf136,PANK4,9.77421561919656e-05
646,DHX16,PANK4,9.77421561919656e-05
647,PPP1R18,PANK4,9.77421561919656e-05
648,NRM,PANK4,9.77421561919656e-05
649,MDC1,PANK4,9.77421561919656e-05
650,TUBB,PANK4,9.77421561919656e-05
651,IER3,PANK4,9.77421561919656e-05
652,GTF2H4,PANK4,9.77421561919656e-05
653,VARS2,PANK4,9.77421561919656e-05
654,SFTA2,PANK4,9.77421561919656e-05
655,DPCR1,PANK4,9.77421561919656e-05
656,MUC21,PANK4,9.77421561919656e-05
657,C6orf15,PANK4,9.77421561919656e-05
658,PSORS1C1,PANK4,9.77421561919656e-05
659,CDSN,PANK4,9.77421561919656e-05
660,PSORS1C2,PANK4,9.77421561919656e-05
661,CCHCR1,PANK4,9.77421561919656e-05
662,TCF19,PANK4,9.77421561919656e-05
663,POU5F1,PANK4,9.77421561919656e-05
664,HCG27,PANK4,9.77421561919656e-05
665,MICA,PANK4,9.77421561919656e-05
666,MICB,PANK4,9.77421561919656e-05
667,DDX39B,PANK4,9.77421561919656e-05
668,ATP6V1G2,PANK4,9.77421561919656e-05
669,NFKBIL1,PANK4,9.77421561919656e-05
670,LTA,PANK4,9.77421561919656e-05
671,TNF,PANK4,9.77421561919656e-05
672,LTB,PANK4,9.77421561919656e-05
673,LST1,PANK4,9.77421561919656e-05
674,NCR3,PANK4,9.77421561919656e-05
675,AIF1,PANK4,9.77421561919656e-05
676,PRRC2A,PANK4,9.77421561919656e-05
677,BAG6,PANK4,9.77421561919656e-05
678,APOM,PANK4,9.77421561919656e-05
679,C6orf47,PANK4,9.77421561919656e-05
680,GPANK1,PANK4,9.77421561919656e-05
681,CSNK2B,PANK4,9.77421561919656e-05
682,LY6G5C,PANK4,9.77421561919656e-05
683,ABHD16A,PANK4,9.77421561919656e-05
684,LY6G6F,PANK4,9.77421561919656e-05
685,LY6G6D,PANK4,9.77421561919656e-05
686,LY6G6C,PANK4,9.77421561919656e-05
687,C6orf25,PANK4,9.77421561919656e-05
688,DDAH2,PANK4,9.77421561919656e-05
689,MSH5,PANK4,9.77421561919656e-05
690,SAPCD1,PANK4,9.77421561919656e-05
691,VWA7,PANK4,9.77421561919656e-05
692,VARS,PANK4,9.77421561919656e-05
693,LSM2,PANK4,9.77421561919656e-05
694,HSPA1L,PANK4,9.77421561919656e-05
695,HSPA1A,PANK4,9.77421561919656e-05
696,HSPA1B,PANK4,9.77421561919656e-05
697,C6orf48,PANK4,9.77421561919656e-05
698,NEU1,PANK4,9.77421561919656e-05
699,SLC44A4,PANK4,9.77421561919656e-05
700,EHMT2,PANK4,9.77421561919656e-05
701,ZBTB12,PANK4,9.77421561919656e-05
702,C2,PANK4,9.77421561919656e-05
703,CFB,PANK4,9.77421561919656e-05
704,NELFE,PANK4,9.77421561919656e-05
705,SKIV2L,PANK4,9.77421561919656e-05
706,C4A,PANK4,9.77421561919656e-05
707,C4B,PANK4,9.77421561919656e-05
708,TNXB,PANK4,9.77421561919656e-05
709,CYP21A2,PANK4,9.77421561919656e-05
710,ATF6B,PANK4,9.77421561919656e-05
711,FKBPL,PANK4,9.77421561919656e-05
712,PRRT1,PANK4,9.77421561919656e-05
713,PPT2,PANK4,9.77421561919656e-05
714,EGFL8,PANK4,9.77421561919656e-05
715,AGPAT1,PANK4,9.77421561919656e-05
716,RNF5,PANK4,9.77421561919656e-05
717,AGER,PANK4,9.77421561919656e-05
718,PBX2,PANK4,9.77421561919656e-05
719,GPSM3,PANK4,9.77421561919656e-05
720,NOTCH4,PANK4,9.77421561919656e-05
721,C6orf10,PANK4,9.77421561919656e-05
722,BTNL2,PANK4,9.77421561919656e-05
723,MIR3135B,PANK4,9.77421561919656e-05
724,PSMB8,PANK4,9.77421561919656e-05
725,TAP1,PANK4,9.77421561919656e-05
726,PSMB9,PANK4,9.77421561919656e-05
727,MTRNR2L9,PANK4,9.77421561919656e-05
728,KHDRBS2,PANK4,9.77421561919656e-05
729,LGSN,PANK4,9.77421561919656e-05
730,PTP4A1,PANK4,9.77421561919656e-05
731,PHF3,PANK4,9.77421561919656e-05
732,EYS,PANK4,9.77421561919656e-05
733,BAI3,PANK4,9.77421561919656e-05
734,LMBRD1,PANK4,9.77421561919656e-05
735,COL9A1,PANK4,9.77421561919656e-05
736,FAM135A,PANK4,9.77421561919656e-05
737,SMAP1,PANK4,9.77421561919656e-05
738,MIR30C2,PANK4,9.77421561919656e-05
739,MIR30A,PANK4,9.77421561919656e-05
740,LINC00472,PANK4,9.77421561919656e-05
741,RIMS1,PANK4,9.77421561919656e-05
742,KCNQ5,PANK4,9.77421561919656e-05
743,MIR4282,PANK4,9.77421561919656e-05
744,KHDC1L,PANK4,9.77421561919656e-05
745,KHDC1,PANK4,9.77421561919656e-05
746,DPPA5,PANK4,9.77421561919656e-05
747,KHDC3L,PANK4,9.77421561919656e-05
748,DDX43,PANK4,9.77421561919656e-05
749,MTO1,PANK4,9.77421561919656e-05
750,EEF1A1,PANK4,9.77421561919656e-05
751,SLC17A5,PANK4,9.77421561919656e-05
752,CD109,PANK4,9.77421561919656e-05
753,COL12A1,PANK4,9.77421561919656e-05
754,COX7A2,PANK4,9.77421561919656e-05
755,TMEM30A,PANK4,9.77421561919656e-05
756,IRAK1BP1,PANK4,9.77421561919656e-05
757,PHIP,PANK4,9.77421561919656e-05
758,HMGN3,PANK4,9.77421561919656e-05
759,EPHA7,PANK4,9.77421561919656e-05
760,SERINC1,PANK4,9.77421561919656e-05
761,PKIB,PANK4,9.77421561919656e-05
762,FABP7,PANK4,9.77421561919656e-05
763,SMPDL3A,PANK4,9.77421561919656e-05
764,TRDN,PANK4,9.77421561919656e-05
765,NKAIN2,PANK4,9.77421561919656e-05
766,RNF217,PANK4,9.77421561919656e-05
767,TPD52L1,PANK4,9.77421561919656e-05
768,HDDC2,PANK4,9.77421561919656e-05
769,HEY2,PANK4,9.77421561919656e-05
770,NCOA7,PANK4,9.77421561919656e-05
771,HINT3,PANK4,9.77421561919656e-05
772,TRMT11,PANK4,9.77421561919656e-05
773,CENPW,PANK4,9.77421561919656e-05
774,MIR588,PANK4,9.77421561919656e-05
775,RNF146,PANK4,9.77421561919656e-05
776,ECHDC1,PANK4,9.77421561919656e-05
777,SOGA3,PANK4,9.77421561919656e-05
778,C6orf58,PANK4,9.77421561919656e-05
779,THEMIS,PANK4,9.77421561919656e-05
780,PTPRK,PANK4,9.77421561919656e-05
781,LAMA2,PANK4,9.77421561919656e-05
782,ARHGAP18,PANK4,9.77421561919656e-05
783,TMEM244,PANK4,9.77421561919656e-05
784,L3MBTL3,PANK4,9.77421561919656e-05
785,SAMD3,PANK4,9.77421561919656e-05
786,TMEM200A,PANK4,9.77421561919656e-05
787,SMLR1,PANK4,9.77421561919656e-05
788,EPB41L2,PANK4,9.77421561919656e-05
789,AKAP7,PANK4,9.77421561919656e-05
790,ARG1,PANK4,9.77421561919656e-05
791,MED23,PANK4,9.77421561919656e-05
792,ENPP3,PANK4,9.77421561919656e-05
793,OR2A4,PANK4,9.77421561919656e-05
794,CTAGE9,PANK4,9.77421561919656e-05
795,MIR548H5,PANK4,9.77421561919656e-05
796,ENPP1,PANK4,9.77421561919656e-05
797,CTGF,PANK4,9.77421561919656e-05
798,MIR548AJ1,PANK4,9.77421561919656e-05
799,MOXD1,PANK4,9.77421561919656e-05
800,TAAR9,PANK4,9.77421561919656e-05
801,TAAR8,PANK4,9.77421561919656e-05
802,TAAR6,PANK4,9.77421561919656e-05
803,TAAR5,PANK4,9.77421561919656e-05
804,TAAR2,PANK4,9.77421561919656e-05
805,TAAR1,PANK4,9.77421561919656e-05
806,VNN1,PANK4,9.77421561919656e-05
807,VNN3,PANK4,9.77421561919656e-05
808,VNN2,PANK4,9.77421561919656e-05
809,SLC18B1,PANK4,9.77421561919656e-05
810,EYA4,PANK4,9.77421561919656e-05
811,TCF21,PANK4,9.77421561919656e-05
812,SGK1,PANK4,9.77421561919656e-05
813,ALDH8A1,PANK4,9.77421561919656e-05
814,HBS1L,PANK4,9.77421561919656e-05
815,MYB,PANK4,9.77421561919656e-05
816,MIR548A2,PANK4,9.77421561919656e-05
817,AHI1,PANK4,9.77421561919656e-05
818,PDE7B,PANK4,9.77421561919656e-05
819,MTFR2,PANK4,9.77421561919656e-05
820,BCLAF1,PANK4,9.77421561919656e-05
821,MAP7,PANK4,9.77421561919656e-05
822,MAP3K5,PANK4,9.77421561919656e-05
823,PEX7,PANK4,9.77421561919656e-05
824,SLC35D3,PANK4,9.77421561919656e-05
825,IL20RA,PANK4,9.77421561919656e-05
826,IL22RA2,PANK4,9.77421561919656e-05
827,IFNGR1,PANK4,9.77421561919656e-05
828,OLIG3,PANK4,9.77421561919656e-05
829,FOXK1,PANK4,9.77421561919656e-05
830,MIR4656,PANK4,9.77421561919656e-05
831,RADIL,PANK4,9.77421561919656e-05
832,PAPOLB,PANK4,9.77421561919656e-05
833,MMD2,PANK4,9.77421561919656e-05
834,RBAK,PANK4,9.77421561919656e-05
835,WIPI2,PANK4,9.77421561919656e-05
836,SLC29A4,PANK4,9.77421561919656e-05
837,TNRC18,PANK4,9.77421561919656e-05
838,FBXL18,PANK4,9.77421561919656e-05
839,ACTB,PANK4,9.77421561919656e-05
840,FSCN1,PANK4,9.77421561919656e-05
841,RNF216,PANK4,9.77421561919656e-05
842,OCM,PANK4,9.77421561919656e-05
843,CCZ1,PANK4,9.77421561919656e-05
844,RSPH10B,PANK4,9.77421561919656e-05
845,PMS2,PANK4,9.77421561919656e-05
846,AIMP2,PANK4,9.77421561919656e-05
847,EIF2AK1,PANK4,9.77421561919656e-05
848,ANKRD61,PANK4,9.77421561919656e-05
849,USP42,PANK4,9.77421561919656e-05
850,CYTH3,PANK4,9.77421561919656e-05
851,PHF14,PANK4,9.77421561919656e-05
852,THSD7A,PANK4,9.77421561919656e-05
853,VWDE,PANK4,9.77421561919656e-05
854,SCIN,PANK4,9.77421561919656e-05
855,ARL4A,PANK4,9.77421561919656e-05
856,DGKB,PANK4,9.77421561919656e-05
857,RAPGEF5,PANK4,9.77421561919656e-05
858,STEAP1B,PANK4,9.77421561919656e-05
859,IL6,PANK4,9.77421561919656e-05
860,TOMM7,PANK4,9.77421561919656e-05
861,FAM126A,PANK4,9.77421561919656e-05
862,KLHL7,PANK4,9.77421561919656e-05
863,NUPL2,PANK4,9.77421561919656e-05
864,GPNMB,PANK4,9.77421561919656e-05
865,IGF2BP3,PANK4,9.77421561919656e-05
866,TRA2A,PANK4,9.77421561919656e-05
867,CCDC126,PANK4,9.77421561919656e-05
868,FAM221A,PANK4,9.77421561919656e-05
869,STK31,PANK4,9.77421561919656e-05
870,NPY,PANK4,9.77421561919656e-05
871,MPP6,PANK4,9.77421561919656e-05
872,DFNA5,PANK4,9.77421561919656e-05
873,OSBPL3,PANK4,9.77421561919656e-05
874,C7orf31,PANK4,9.77421561919656e-05
875,NPVF,PANK4,9.77421561919656e-05
876,NME8,PANK4,9.77421561919656e-05
877,SFRP4,PANK4,9.77421561919656e-05
878,EPDR1,PANK4,9.77421561919656e-05
879,NAPEPLD,PANK4,9.77421561919656e-05
880,DGKI,PANK4,9.77421561919656e-05
881,CNTNAP2,PANK4,9.77421561919656e-05
882,PTPRN2,PANK4,9.77421561919656e-05
883,MIR5707,PANK4,9.77421561919656e-05
884,NCAPG2,PANK4,9.77421561919656e-05
885,ESYT2,PANK4,9.77421561919656e-05
886,WDR60,PANK4,9.77421561919656e-05
887,VIPR2,PANK4,9.77421561919656e-05
888,FNTA,PANK4,9.77421561919656e-05
889,SGK196,PANK4,9.77421561919656e-05
890,HGSNAT,PANK4,9.77421561919656e-05
891,PXDNL,PANK4,9.77421561919656e-05
892,ST18,PANK4,9.77421561919656e-05
893,FAM150A,PANK4,9.77421561919656e-05
894,RB1CC1,PANK4,9.77421561919656e-05
895,PENK,PANK4,9.77421561919656e-05
896,IMPAD1,PANK4,9.77421561919656e-05
897,SULF1,PANK4,9.77421561919656e-05
898,ZC2HC1A,PANK4,9.77421561919656e-05
899,IL7,PANK4,9.77421561919656e-05
900,RALYL,PANK4,9.77421561919656e-05
901,PSKH2,PANK4,9.77421561919656e-05
902,ATP6V0D2,PANK4,9.77421561919656e-05
903,SPAG1,PANK4,9.77421561919656e-05
904,RNF19A,PANK4,9.77421561919656e-05
905,MIR4471,PANK4,9.77421561919656e-05
906,ANKRD46,PANK4,9.77421561919656e-05
907,SNX31,PANK4,9.77421561919656e-05
908,PABPC1,PANK4,9.77421561919656e-05
909,YWHAZ,PANK4,9.77421561919656e-05
910,ZNF706,PANK4,9.77421561919656e-05
911,GRHL2,PANK4,9.77421561919656e-05
912,NCALD,PANK4,9.77421561919656e-05
913,MIR5680,PANK4,9.77421561919656e-05
914,RRM2B,PANK4,9.77421561919656e-05
915,UBR5,PANK4,9.77421561919656e-05
916,ODF1,PANK4,9.77421561919656e-05
917,KLF10,PANK4,9.77421561919656e-05
918,AZIN1,PANK4,9.77421561919656e-05
919,ATP6V1C1,PANK4,9.77421561919656e-05
920,C8orf56,PANK4,9.77421561919656e-05
921,BAALC,PANK4,9.77421561919656e-05
922,FZD6,PANK4,9.77421561919656e-05
923,CTHRC1,PANK4,9.77421561919656e-05
924,SLC25A32,PANK4,9.77421561919656e-05
925,DCAF13,PANK4,9.77421561919656e-05
926,DCSTAMP,PANK4,9.77421561919656e-05
927,DPYS,PANK4,9.77421561919656e-05
928,MIR548A3,PANK4,9.77421561919656e-05
929,LRP12,PANK4,9.77421561919656e-05
930,ZFPM2,PANK4,9.77421561919656e-05
931,OXR1,PANK4,9.77421561919656e-05
932,ABRA,PANK4,9.77421561919656e-05
933,ANGPT1,PANK4,9.77421561919656e-05
934,RSPO2,PANK4,9.77421561919656e-05
935,EIF3E,PANK4,9.77421561919656e-05
936,EMC2,PANK4,9.77421561919656e-05
937,TRHR,PANK4,9.77421561919656e-05
938,NUDCD1,PANK4,9.77421561919656e-05
939,ENY2,PANK4,9.77421561919656e-05
940,PKHD1L1,PANK4,9.77421561919656e-05
941,EBAG9,PANK4,9.77421561919656e-05
942,SYBU,PANK4,9.77421561919656e-05
943,KCNV1,PANK4,9.77421561919656e-05
944,CSMD3,PANK4,9.77421561919656e-05
945,MIR2053,PANK4,9.77421561919656e-05
946,TRPS1,PANK4,9.77421561919656e-05
947,UTP23,PANK4,9.77421561919656e-05
948,RAD21,PANK4,9.77421561919656e-05
949,MIR3610,PANK4,9.77421561919656e-05
950,SLC30A8,PANK4,9.77421561919656e-05
951,MED30,PANK4,9.77421561919656e-05
952,SAMD12,PANK4,9.77421561919656e-05
953,TNFRSF11B,PANK4,9.77421561919656e-05
954,MAL2,PANK4,9.77421561919656e-05
955,NOV,PANK4,9.77421561919656e-05
956,ENPP2,PANK4,9.77421561919656e-05
957,TAF2,PANK4,9.77421561919656e-05
958,DSCC1,PANK4,9.77421561919656e-05
959,DEPTOR,PANK4,9.77421561919656e-05
960,COL14A1,PANK4,9.77421561919656e-05
961,MRPL13,PANK4,9.77421561919656e-05
962,MTBP,PANK4,9.77421561919656e-05
963,SNTB1,PANK4,9.77421561919656e-05
964,NUDT2,PANK4,9.77421561919656e-05
965,C9orf24,PANK4,9.77421561919656e-05
966,FAM219A,PANK4,9.77421561919656e-05
967,DNAI1,PANK4,9.77421561919656e-05
968,ENHO,PANK4,9.77421561919656e-05
969,CNTFR,PANK4,9.77421561919656e-05
970,RPP25L,PANK4,9.77421561919656e-05
971,DCTN3,PANK4,9.77421561919656e-05
972,ARID3C,PANK4,9.77421561919656e-05
973,SIGMAR1,PANK4,9.77421561919656e-05
974,GALT,PANK4,9.77421561919656e-05
975,IL11RA,PANK4,9.77421561919656e-05
976,KIAA1045,PANK4,9.77421561919656e-05
977,DNAJB5,PANK4,9.77421561919656e-05
978,C9orf131,PANK4,9.77421561919656e-05
979,VCP,PANK4,9.77421561919656e-05
980,FANCG,PANK4,9.77421561919656e-05
981,PIGO,PANK4,9.77421561919656e-05
982,STOML2,PANK4,9.77421561919656e-05
983,FAM214B,PANK4,9.77421561919656e-05
984,UNC13B,PANK4,9.77421561919656e-05
985,ATP8B5P,PANK4,9.77421561919656e-05
986,RUSC2,PANK4,9.77421561919656e-05
987,FAM166B,PANK4,9.77421561919656e-05
988,TESK1,PANK4,9.77421561919656e-05
989,CD72,PANK4,9.77421561919656e-05
990,SIT1,PANK4,9.77421561919656e-05
991,CCDC107,PANK4,9.77421561919656e-05
992,ARHGEF39,PANK4,9.77421561919656e-05
993,CA9,PANK4,9.77421561919656e-05
994,TPM2,PANK4,9.77421561919656e-05
995,TLN1,PANK4,9.77421561919656e-05
996,CREB3,PANK4,9.77421561919656e-05
997,GBA2,PANK4,9.77421561919656e-05
998,MSMP,PANK4,9.77421561919656e-05
999,NPR2,PANK4,9.77421561919656e-05
1000,SPAG8,PANK4,9.77421561919656e-05
